Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
7,16,2022,5.0,3,0,211047,4,2
4,4,2008,3.5,3,2,48395,4,1
2,19,2012,1.8,1,1,213510,2,1
8,7,2004,2.0,2,2,149547,3,3
8,23,2017,2.6,1,0,117587,4,5
0,22,2015,2.2,3,1,299714,5,2
9,27,2011,2.6,0,0,168442,3,2
6,20,2017,2.0,3,0,107656,2,5
1,1,2009,1.4,3,1,232049,3,2
9,17,2016,4.9,3,0,282966,4,5
5,11,2003,2.8,0,0,150338,4,4
9,27,2023,2.8,3,1,971,5,5
7,16,2015,2.8,2,1,286325,4,1
4,4,2020,4.6,1,1,153639,4,3
0,3,2011,3.7,1,0,207172,4,5
5,28,2006,3.1,3,0,48668,4,3
0,2,2011,1.0,1,2,256297,4,3
9,17,2004,3.0,3,1,15859,4,1
7,5,2011,4.8,0,1,192258,4,1
2,18,2021,2.9,3,1,28402,4,3
3,13,2008,3.4,0,2,136205,3,2
4,6,2011,4.3,1,1,140087,4,4
8,7,2014,1.3,1,0,234062,5,1
1,1,2002,4.8,3,1,249673,5,1
9,27,2015,1.5,0,2,82106,5,1
8,7,2001,3.1,1,1,279309,4,1
5,11,2017,2.4,2,0,140689,4,5
1,0,2000,2.6,0,0,138810,5,3
4,4,2020,1.2,0,1,293337,4,2
7,5,2012,1.8,2,0,86290,4,1
1,0,2016,2.9,1,2,289360,4,5
2,19,2020,2.6,0,1,240811,4,1
8,7,2012,3.5,3,2,159933,3,2
6,24,2003,4.7,0,2,144352,3,5
3,15,2007,3.9,0,1,59761,5,2
7,10,2010,3.0,1,2,145664,3,4
6,24,2006,2.0,1,2,49359,4,4
8,9,2006,4.9,0,0,17345,5,1
6,20,2004,4.2,2,2,231221,3,4
6,26,2007,2.0,3,1,259084,4,5
6,20,2003,3.9,2,0,249537,2,1
8,9,2005,1.0,1,1,217030,2,4
8,23,2008,3.5,1,2,296747,3,1
9,17,2002,2.1,1,1,217899,5,3
9,21,2000,1.8,1,0,260652,4,1
0,3,2011,3.8,2,1,176080,5,3
4,6,2000,3.2,1,0,281735,3,3
4,8,2013,4.7,0,0,205900,3,3
1,0,2005,3.2,3,2,42332,4,4
6,24,2018,4.4,0,1,36711,2,4
4,8,2005,4.8,2,2,218684,5,1
9,17,2012,4.2,1,2,7544,2,5
1,0,2013,1.2,2,2,147992,4,5
6,20,2015,3.5,0,0,105282,4,1
5,11,2023,4.7,3,0,192826,3,3
0,2,2023,2.7,2,0,201494,3,1
6,24,2022,3.7,0,2,51997,4,2
3,15,2003,3.3,3,0,72117,2,5
4,8,2006,1.8,1,0,288220,3,3
4,4,2002,4.4,1,0,112119,3,4
1,0,2006,3.1,3,1,270680,3,2
2,19,2019,3.7,0,2,285346,5,2
6,20,2000,4.8,3,0,19096,4,5
2,18,2011,4.0,2,0,136926,5,1
0,22,2021,3.5,3,1,248083,2,5
9,21,2000,3.2,3,1,13050,5,2
9,27,2021,3.8,0,0,275751,4,4
8,9,2020,2.2,1,0,170003,3,1
6,26,2020,2.7,0,0,87168,5,3
4,4,2012,3.6,1,0,202063,3,3
6,26,2008,1.8,0,0,226159,3,3
7,5,2023,1.3,0,1,229158,4,5
2,19,2023,1.9,1,1,73623,5,3
8,7,2004,1.5,2,1,253703,3,5
5,11,2017,2.8,0,2,165761,5,3
1,29,2001,4.7,1,1,154159,3,2
4,8,2007,1.2,0,1,296829,5,5
0,22,2012,2.7,1,0,290079,4,2
7,10,2001,2.0,0,2,87508,4,1
8,23,2017,4.4,2,0,38918,3,2
7,5,2006,1.2,0,2,179225,3,1
4,6,2000,2.7,2,2,121855,3,4
9,21,2013,2.5,2,1,184260,4,2
2,18,2022,1.6,1,1,16916,2,4
6,20,2006,2.8,0,2,39388,5,4
9,17,2000,4.0,2,1,237232,4,5
4,6,2006,2.1,2,0,118204,3,5
4,4,2002,1.7,2,1,129658,4,2
9,17,2020,4.5,1,0,257396,2,5
7,16,2011,4.1,0,2,196806,3,5
3,14,2000,4.8,2,2,66401,2,5
9,17,2019,3.3,0,2,63983,3,2
6,26,2019,3.3,3,2,243809,3,4
4,6,2002,2.2,0,2,181525,2,2
2,19,2017,2.0,0,2,107525,5,5
7,5,2001,4.8,2,0,206631,2,5
6,26,2015,4.4,3,0,201385,2,4
7,16,2002,4.6,1,0,28405,5,4
7,5,2000,4.1,3,2,70784,4,2
0,22,2016,3.1,1,1,283526,5,4
7,16,2004,4.8,2,1,123019,5,4
0,2,2007,3.7,1,0,34075,3,1
2,18,2014,3.5,0,0,58401,2,3
6,24,2000,1.4,2,1,275230,4,5
1,0,2003,3.3,1,1,124893,2,1
6,24,2021,2.5,2,2,132442,5,5
3,14,2002,1.9,3,1,268992,2,1
1,0,2015,3.7,3,1,40026,2,4
8,7,2000,4.8,1,2,43037,5,3
0,2,2007,1.0,0,2,104108,5,4
9,27,2009,4.7,3,1,211596,5,3
2,18,2010,2.4,2,0,86050,3,5
5,25,2005,3.7,2,1,163285,2,2
8,7,2020,1.8,3,1,232300,3,5
4,4,2009,5.0,1,2,251402,4,1
2,18,2004,2.5,0,1,143348,5,5
8,23,2022,3.8,3,0,253374,4,5
5,28,2010,1.4,1,0,281799,3,5
3,15,2009,3.0,0,1,54105,3,2
4,6,2001,4.4,0,1,169013,4,2
6,26,2014,4.7,3,2,119128,4,2
4,6,2023,4.6,2,0,10046,4,4
6,26,2015,3.8,3,1,210696,5,5
0,22,2008,4.7,0,0,294229,3,4
8,9,2017,2.2,0,0,101345,4,2
4,4,2022,4.5,3,2,294589,4,4
3,13,2012,2.5,1,2,253227,5,3
3,13,2020,1.5,0,2,235169,2,1
4,8,2019,2.7,1,2,206570,3,3
0,22,2002,3.2,0,1,243581,4,2
9,17,2016,2.1,3,2,5834,2,4
8,9,2004,1.0,0,0,274984,4,4
1,0,2012,3.6,3,0,239207,4,1
4,4,2014,3.0,0,1,143777,3,1
1,0,2011,4.0,0,2,203506,5,5
8,9,2010,4.3,0,1,198106,2,2
7,10,2006,3.8,1,0,201398,4,1
9,17,2023,1.3,2,1,154823,4,1
2,12,2021,3.9,2,0,108581,4,1
4,6,2000,1.2,1,1,101748,4,1
0,3,2017,4.0,0,0,216698,5,2
5,25,2011,2.7,3,2,261861,2,5
5,28,2015,3.4,1,2,7427,2,4
1,1,2003,3.0,0,2,245888,3,1
7,5,2000,4.7,1,0,67092,3,1
7,16,2000,2.1,2,2,26663,2,1
4,4,2009,2.2,1,2,79939,3,1
2,18,2021,2.6,0,1,114586,3,1
4,4,2023,1.9,2,2,247050,5,5
2,18,2010,1.8,2,1,227999,5,1
7,10,2009,4.6,2,0,235553,2,3
8,7,2014,3.3,1,2,143001,4,5
6,26,2004,4.3,2,1,5954,2,3
0,3,2009,1.8,3,1,70727,4,2
5,28,2017,2.8,0,1,219004,5,4
6,26,2014,1.3,0,2,180373,5,5
4,6,2014,4.0,1,0,175993,2,4
8,7,2012,3.9,0,1,22645,2,4
1,1,2000,3.7,3,1,255854,5,1
0,2,2001,3.5,0,0,141361,2,5
9,27,2006,4.4,3,0,251894,2,4
8,9,2017,2.1,3,1,295653,3,4
7,10,2019,4.6,1,1,162928,3,3
9,21,2005,1.4,0,2,1841,2,2
5,25,2022,1.4,0,0,72981,5,4
3,14,2010,1.3,0,2,294978,4,5
4,6,2015,3.7,0,2,18846,3,4
3,14,2020,1.7,2,1,19547,5,4
8,23,2012,3.9,1,1,161261,5,2
2,12,2006,4.9,2,0,44437,2,2
2,12,2017,1.9,2,0,185187,3,5
5,28,2012,4.4,1,1,124691,5,5
5,11,2021,4.3,2,0,76879,5,4
9,21,2011,4.9,1,0,169799,3,1
9,27,2014,3.2,1,0,191817,2,4
2,19,2003,1.2,1,1,226960,3,4
8,9,2004,3.0,1,0,281618,4,1
8,9,2008,1.0,2,1,71514,4,4
4,6,2003,4.3,3,1,128689,2,4
1,0,2012,3.8,1,0,293559,5,5
8,7,2012,2.6,3,0,79713,3,3
2,18,2015,3.9,2,1,268167,3,3
5,11,2003,1.8,3,0,152446,4,2
0,22,2006,3.8,1,0,69519,5,4
3,15,2017,2.3,0,2,76234,4,5
6,24,2021,4.0,2,2,291346,5,3
0,22,2017,1.5,1,0,10943,5,1
9,17,2003,1.1,1,1,80354,2,4
9,17,2017,3.7,0,1,58102,3,3
9,27,2023,4.1,2,0,72819,3,4
3,13,2013,3.9,1,0,36738,4,5
8,7,2010,4.7,2,2,112242,5,3
6,24,2015,1.1,3,1,191414,5,5
3,13,2009,3.7,3,2,158946,3,3
6,24,2017,1.4,0,2,212576,2,3
6,24,2001,4.6,2,0,145289,5,4
8,7,2009,2.3,2,1,18215,3,1
0,3,2012,4.7,2,1,71925,3,1
6,20,2002,1.7,0,1,79442,4,2
7,16,2005,2.0,1,1,267576,3,4
9,21,2003,2.0,1,1,287728,3,3
6,26,2002,4.4,1,0,37396,2,5
0,3,2018,1.9,3,0,218506,4,4
9,27,2021,4.1,0,0,37195,4,5
1,0,2017,2.3,1,2,142701,5,3
7,5,2004,3.9,3,2,206087,4,3
5,25,2004,1.6,1,2,147680,4,4
2,18,2007,2.5,1,1,241571,2,5
1,1,2003,5.0,1,2,151430,5,4
9,27,2011,2.5,0,2,113625,2,5
5,11,2001,4.6,0,2,102606,3,2
7,10,2021,1.7,1,1,230913,2,2
3,13,2000,2.9,1,2,257314,4,2
9,27,2002,2.7,0,0,135483,2,3
9,27,2011,4.1,2,1,57334,5,3
8,23,2004,2.0,1,0,244381,4,2
5,11,2014,3.4,1,1,227371,4,5
3,14,2006,4.4,2,0,276855,5,2
0,22,2008,1.5,3,0,152898,4,2
6,26,2011,2.6,2,1,234332,4,1
7,16,2001,2.3,2,0,211575,4,2
1,29,2008,1.7,1,1,71714,3,1
3,14,2012,1.6,2,1,113465,2,4
1,0,2011,3.9,3,0,31189,3,3
2,18,2001,1.3,0,0,145662,4,3
0,22,2016,3.9,2,2,188198,4,2
5,25,2015,4.0,0,0,113792,4,4
8,23,2015,2.0,0,2,248566,5,3
2,19,2003,1.1,1,2,155176,4,5
4,8,2004,1.2,3,1,285865,3,3
9,17,2018,2.2,0,1,103942,3,1
9,17,2010,3.1,2,2,265548,5,4
9,17,2003,2.5,1,1,235804,3,1
1,1,2010,2.6,3,0,49874,2,1
0,22,2020,1.4,1,2,22948,4,2
3,14,2005,3.4,2,2,176203,2,5
7,10,2009,4.2,0,2,221870,2,4
1,29,2002,4.7,1,2,140219,5,4
9,27,2020,2.2,0,0,34617,4,5
1,0,2003,2.9,3,1,243002,4,5
0,2,2009,1.6,1,1,37980,3,1
5,11,2006,3.5,1,0,49268,4,5
7,5,2018,1.2,0,0,237046,3,4
8,7,2007,4.6,0,0,192632,2,3
2,19,2005,3.6,0,0,80842,5,2
0,2,2010,1.7,2,1,246548,2,3
9,21,2012,2.2,1,0,175025,4,5
5,11,2001,1.6,1,1,170043,3,1
9,21,2015,3.7,1,1,280737,2,1
8,7,2023,4.8,0,1,129245,5,4
4,8,2005,2.2,0,0,212060,5,4
1,0,2022,3.2,3,2,98303,5,5
9,27,2003,3.4,0,1,19996,3,2
5,11,2019,2.0,0,0,61254,4,3
6,24,2013,2.2,0,1,248556,2,4
7,5,2004,1.0,0,0,223183,4,5
5,11,2014,3.3,1,2,20257,5,4
7,5,2007,2.7,2,1,147310,5,2
5,11,2012,2.6,3,2,291400,5,2
0,3,2016,3.1,0,1,97800,5,3
7,10,2008,5.0,1,1,50096,2,2
7,10,2020,4.8,2,1,232526,5,1
8,23,2005,1.4,0,0,171673,5,5
2,18,2003,2.9,3,2,254487,3,3
3,14,2010,4.4,0,1,173156,3,5
3,15,2020,2.1,2,2,197513,4,4
0,3,2023,3.8,1,1,201522,3,5
5,28,2015,1.6,1,1,259533,2,4
0,2,2016,4.8,3,2,285781,5,3
8,7,2022,1.5,2,1,276618,5,5
6,20,2004,1.1,1,1,42308,3,5
3,14,2008,2.9,0,0,89645,2,4
1,29,2005,3.6,1,1,33673,5,3
7,5,2020,1.6,3,0,258410,3,1
8,23,2022,4.1,1,0,253516,3,5
2,12,2004,3.0,1,1,86109,3,5
5,25,2002,4.7,3,2,74979,5,2
0,2,2005,3.2,2,1,123998,5,1
5,25,2023,3.2,3,2,274305,3,4
6,20,2016,2.9,2,1,203018,4,5
2,19,2005,1.6,3,0,281145,5,3
3,14,2021,3.1,3,0,118970,3,2
2,19,2002,1.4,1,1,109489,2,5
6,24,2010,4.8,1,1,56608,4,3
1,29,2020,2.2,1,0,286174,4,5
7,5,2010,3.5,3,2,67470,2,1
5,25,2000,1.1,1,0,157147,4,5
6,20,2020,3.4,3,1,243546,3,2
3,13,2000,1.6,3,1,13049,2,5
9,21,2001,2.6,3,1,80601,4,5
3,15,2016,2.9,0,0,120127,4,5
1,1,2010,4.1,2,1,176973,2,1
3,15,2018,4.2,2,0,50161,3,3
3,15,2015,3.1,3,1,285634,5,5
7,10,2007,5.0,3,2,54650,5,3
8,7,2012,2.4,3,0,188235,5,1
2,19,2021,1.3,0,2,169843,5,1
8,23,2008,4.5,0,0,203634,3,2
0,22,2008,4.3,0,2,270670,3,2
4,4,2012,4.5,0,1,277552,4,2
5,11,2011,3.3,3,1,32035,2,4
5,28,2014,2.8,0,0,295810,3,4
2,12,2017,3.7,1,1,188995,4,3
3,14,2010,4.1,0,2,172905,4,3
3,13,2006,4.0,0,2,266380,4,1
6,24,2013,2.7,2,1,155927,5,4
5,28,2010,2.6,1,1,101481,5,5
9,27,2008,4.7,3,0,226596,4,1
3,15,2004,3.3,3,1,295928,3,5
0,22,2006,3.4,2,1,43578,5,5
2,19,2020,4.8,1,0,294021,5,4
4,4,2015,1.6,3,2,166446,3,1
4,6,2011,4.0,2,2,148122,5,1
3,13,2002,3.8,2,0,64330,4,5
5,11,2010,3.3,1,0,292576,3,2
2,12,2017,2.5,1,1,299947,2,4
8,9,2013,1.7,1,2,248675,3,2
3,15,2001,2.6,1,1,212873,5,2
3,13,2006,2.1,2,2,224412,3,5
3,15,2019,1.5,3,0,296846,5,2
0,22,2003,2.0,2,1,265161,2,3
2,12,2016,2.3,3,2,73775,3,4
0,3,2009,4.9,0,1,202557,3,3
5,11,2017,1.2,2,2,254135,3,5
9,21,2010,2.6,1,0,52378,3,1
9,21,2013,1.2,2,1,227806,3,5
0,3,2018,1.8,1,2,18543,5,3
9,17,2001,4.4,1,2,69825,2,5
6,26,2011,4.2,0,1,201362,5,1
6,24,2020,3.1,3,2,244385,2,5
6,26,2020,2.6,0,1,63676,2,3
6,20,2018,1.5,3,1,100084,2,3
5,25,2016,3.6,3,0,228179,5,3
7,5,2017,2.3,1,2,40455,4,1
5,28,2023,3.0,1,1,156192,5,3
3,14,2017,2.8,0,2,133732,3,3
3,14,2015,2.3,2,1,208379,5,3
2,19,2022,4.4,0,2,90319,4,5
4,6,2023,3.1,1,1,179706,5,3
6,20,2000,1.9,0,0,51334,3,2
4,6,2000,3.6,3,1,230409,2,3
2,18,2019,2.3,1,1,294137,5,2
6,26,2010,2.1,1,2,10561,3,2
0,2,2018,3.9,3,2,274722,2,4
3,15,2018,3.5,3,1,239996,4,1
3,14,2004,4.7,1,1,60828,3,1
3,13,2012,1.8,2,0,80843,5,2
7,10,2018,1.8,0,2,209216,3,3
2,19,2018,4.5,3,2,247699,3,4
7,5,2002,2.4,1,2,271316,3,2
1,0,2011,3.3,2,1,14586,4,1
6,26,2012,1.5,1,0,239265,2,1
2,19,2006,4.6,3,1,1828,4,3
7,5,2006,4.8,0,0,236495,3,1
5,28,2010,1.1,1,1,201048,4,4
1,0,2021,4.7,2,0,23265,5,4
6,26,2003,4.1,1,0,4842,2,1
5,11,2011,4.8,0,1,224629,4,5
8,7,2001,4.0,2,0,57275,3,1
5,11,2009,1.4,1,1,55857,3,4
3,13,2006,1.6,1,2,25,3,2
8,9,2005,2.5,3,0,51032,5,2
8,23,2005,3.0,3,2,26071,5,4
5,25,2008,3.2,0,2,83330,5,5
0,2,2008,1.1,1,2,148643,5,5
8,23,2007,4.4,3,2,293148,4,1
6,20,2022,2.9,3,2,30706,2,2
1,1,2010,1.6,2,1,247383,3,2
6,20,2022,4.6,3,1,91253,2,1
3,14,2019,2.6,0,1,137383,2,3
5,28,2012,2.4,2,2,222315,2,5
4,4,2015,1.9,0,1,263687,2,3
0,3,2016,3.7,2,0,53763,5,1
0,2,2021,4.2,2,1,5409,3,5
2,12,2020,3.8,2,0,269598,4,5
3,13,2021,2.7,1,2,11278,2,4
1,1,2001,4.7,3,1,57858,3,5
3,15,2023,4.1,1,0,230235,5,3
5,25,2003,4.3,1,1,154422,2,4
5,25,2015,1.6,0,0,138513,4,2
9,17,2020,4.4,0,1,294239,2,3
0,22,2018,3.8,2,0,275723,4,2
8,7,2005,2.3,3,1,283017,2,1
2,19,2000,2.2,0,2,174830,4,3
1,1,2014,1.9,0,2,19148,2,2
4,4,2020,3.3,3,0,207584,2,2
1,29,2010,3.4,0,0,176287,5,1
3,15,2011,4.7,2,1,175723,2,5
2,12,2020,4.2,1,2,38561,4,2
4,8,2003,2.9,3,0,148212,5,2
5,25,2011,1.8,1,0,272957,3,3
1,29,2020,4.2,3,1,177156,5,1
1,29,2015,3.0,1,2,278471,3,4
8,7,2002,3.1,3,1,268550,3,3
0,3,2017,2.2,1,0,205295,4,1
5,25,2011,1.9,2,0,223344,2,5
4,8,2014,4.9,3,2,247925,4,5
7,10,2018,3.4,0,1,53596,5,1
1,0,2004,1.7,0,0,241868,5,2
8,23,2015,2.1,0,0,263903,4,5
9,21,2023,4.7,1,2,216536,2,5
3,13,2023,2.4,3,0,22168,5,4
5,11,2018,2.5,3,1,189081,2,1
9,27,2011,4.9,3,2,285572,2,4
2,12,2002,4.4,3,1,282381,5,1
6,24,2019,2.1,1,1,108750,4,4
6,24,2003,1.9,1,0,10909,5,4
8,9,2010,3.2,0,0,132454,4,4
1,0,2020,4.7,1,2,210767,3,3
9,17,2009,2.4,1,1,87845,5,1
1,1,2014,3.9,3,0,69238,5,3
4,6,2002,2.3,0,1,13568,5,3
2,18,2010,5.0,2,0,162415,4,2
9,27,2007,4.3,3,2,257942,4,1
4,4,2020,4.2,0,1,178945,2,3
6,20,2014,2.4,3,1,127457,2,1
5,11,2003,4.0,3,0,219313,2,5
6,26,2003,4.2,1,2,149571,4,5
5,11,2007,1.9,2,0,293378,4,2
8,7,2007,3.7,3,1,7203,3,5
7,10,2007,4.6,1,1,202817,3,5
4,8,2012,1.6,3,0,276281,4,3
4,4,2023,3.4,0,2,288644,5,2
7,16,2023,3.7,2,1,292154,3,1
1,0,2005,2.7,2,1,179103,3,5
4,6,2015,3.8,2,2,234430,3,1
5,11,2007,1.7,0,1,62117,5,1
2,19,2006,2.8,3,1,253372,2,4
6,20,2012,4.8,2,0,45936,5,5
9,27,2019,2.7,1,2,31036,3,5
0,22,2014,4.4,3,0,97537,4,3
0,22,2010,3.4,1,1,160040,3,1
9,21,2000,2.3,2,1,247828,2,1
8,23,2014,2.2,2,0,71736,5,1
4,4,2018,1.1,3,0,259314,5,4
4,6,2020,2.7,3,2,27082,2,5
8,9,2023,3.8,1,2,293331,3,2
3,14,2022,1.7,0,0,130630,5,4
0,22,2011,3.7,2,1,260944,5,5
6,20,2019,2.3,1,2,29218,5,3
8,7,2008,4.3,1,0,197059,5,3
5,11,2004,3.1,1,0,202084,2,1
7,10,2007,4.4,0,1,274551,3,1
2,18,2008,3.6,0,1,173500,4,2
2,19,2012,1.3,2,2,50330,4,2
0,2,2001,4.4,0,2,51568,5,4
3,15,2016,1.4,3,2,278559,5,4
0,22,2022,3.8,0,0,186035,4,3
9,27,2023,1.7,2,2,285183,4,3
3,15,2015,3.3,3,1,152891,5,5
3,14,2015,1.2,1,1,178698,5,3
3,13,2002,4.3,0,1,115187,5,2
2,19,2001,3.2,0,0,248129,2,2
8,23,2013,3.9,0,2,127919,3,4
8,7,2009,4.2,2,1,259739,4,1
2,12,2007,4.0,1,1,108716,5,5
3,15,2013,2.1,2,0,272064,4,5
3,14,2020,2.9,1,0,121079,3,4
2,12,2020,3.9,1,0,175761,5,4
7,5,2023,2.9,1,0,102120,4,1
9,21,2016,4.7,1,0,147698,5,2
2,19,2020,2.4,2,2,194724,5,1
9,27,2015,4.6,2,0,275295,5,1
2,18,2019,2.3,0,2,197549,2,3
5,11,2005,1.7,1,0,76250,4,4
2,19,2015,2.5,0,0,228993,2,3
9,27,2021,2.3,3,1,248305,3,5
6,20,2018,3.5,1,1,116025,5,5
0,22,2011,4.3,3,0,219039,2,2
8,9,2010,2.0,2,1,265328,2,3
1,0,2006,1.3,3,2,178195,2,3
4,8,2019,2.2,3,0,282943,5,4
4,4,2010,3.7,2,0,103833,2,2
6,20,2001,4.9,3,1,110844,3,1
8,7,2012,4.6,0,2,159593,5,5
0,22,2005,4.0,1,1,106243,4,2
9,27,2015,1.5,3,1,172799,3,3
1,1,2003,1.3,0,2,175570,5,1
2,18,2016,1.3,3,1,65765,5,2
9,17,2005,4.8,3,2,68566,3,1
5,25,2019,4.0,0,2,22226,5,3
7,5,2002,4.7,2,1,69113,5,1
7,16,2013,4.6,2,2,183157,3,1
5,11,2016,1.5,2,2,164349,4,1
2,18,2007,4.9,2,1,133488,5,4
3,14,2011,3.0,0,0,126817,2,4
1,0,2008,4.4,3,2,268020,5,1
0,22,2019,3.6,2,0,71871,2,4
2,12,2004,2.7,1,2,14373,5,5
1,1,2018,1.2,2,0,254393,4,1
3,14,2011,5.0,3,0,125014,4,5
0,3,2009,4.7,1,2,200779,2,5
3,14,2006,3.9,2,2,239992,3,2
8,9,2020,3.5,0,1,181039,4,4
0,2,2011,2.8,2,1,39276,3,2
8,23,2017,3.7,0,2,254043,5,3
1,1,2022,2.0,2,0,200256,5,4
2,19,2018,3.6,3,0,91539,2,1
4,6,2010,2.1,0,1,277789,5,1
6,20,2006,1.9,2,0,163692,4,3
0,2,2019,3.1,0,2,171550,3,5
2,12,2009,2.3,1,0,135617,4,4
5,25,2015,2.2,3,1,147721,5,1
5,25,2007,1.8,3,1,180423,3,3
9,21,2014,1.2,2,1,100150,5,1
4,6,2003,1.5,0,1,141067,2,4
7,16,2021,1.4,3,0,237379,5,3
4,8,2019,3.2,0,1,158300,3,2
1,1,2002,3.1,1,0,105904,2,3
4,4,2009,2.0,3,0,119916,4,4
7,16,2001,2.1,0,1,36496,3,4
2,18,2017,2.4,2,0,175959,4,3
6,24,2016,4.2,2,0,55052,5,3
5,25,2001,1.3,3,2,166014,3,5
3,14,2006,4.6,1,1,74832,2,3
7,16,2021,4.6,3,2,71555,2,2
5,28,2010,3.6,0,2,37887,5,5
8,23,2009,5.0,1,1,177043,2,3
6,20,2003,1.5,1,0,243023,2,3
4,8,2002,2.3,2,2,50161,2,3
6,20,2004,1.0,1,1,53506,3,4
8,23,2022,4.6,2,1,142869,2,2
0,3,2005,2.6,2,1,119486,2,3
2,12,2011,3.5,2,0,35655,5,4
5,28,2015,2.2,3,2,229107,4,1
9,21,2017,1.1,1,2,284501,2,5
9,21,2018,1.9,3,1,234775,3,4
7,10,2010,2.3,1,1,295293,2,4
0,2,2005,4.9,2,0,170292,4,5
2,12,2019,4.1,2,2,9200,3,2
0,2,2011,2.2,1,2,48000,3,2
8,7,2023,3.2,3,2,102888,4,1
3,14,2011,3.5,0,2,178950,2,3
0,2,2012,3.3,1,2,156438,4,4
0,2,2014,1.7,0,0,111647,2,5
4,4,2008,3.5,3,2,73222,4,2
5,28,2001,3.1,3,0,39292,4,2
6,20,2004,2.2,2,0,271742,2,3
8,23,2011,4.7,1,1,35398,5,5
3,13,2014,1.1,1,1,142133,5,2
0,2,2008,3.8,0,0,20733,5,1
1,1,2017,3.4,2,0,58491,2,3
2,19,2006,2.6,0,1,274946,4,2
7,5,2003,1.3,2,1,124806,4,5
5,11,2018,3.7,1,2,205909,3,2
0,2,2021,3.8,0,2,295818,4,2
3,14,2009,4.8,0,2,17704,4,1
8,23,2021,2.3,1,2,287595,5,4
5,25,2022,3.1,2,0,28342,3,5
4,4,2006,3.7,3,1,191695,4,1
1,1,2019,3.9,1,0,103855,2,3
9,21,2019,3.5,3,0,241961,3,1
0,2,2017,3.8,1,0,49554,5,5
4,4,2021,3.7,1,1,279200,2,1
5,11,2021,2.2,1,1,80426,5,2
6,26,2009,1.7,2,0,15117,4,2
7,10,2000,3.0,2,2,83334,2,2
3,15,2004,2.5,1,0,81781,2,3
5,28,2002,2.6,3,2,11401,5,4
2,19,2016,2.8,2,2,42849,3,5
8,23,2012,4.7,2,0,237823,4,5
8,23,2002,2.6,1,0,231799,4,4
5,11,2011,2.0,3,2,23785,5,5
1,29,2013,2.3,3,2,216833,4,3
8,23,2011,4.1,3,0,266197,2,4
0,2,2006,2.0,0,1,229663,2,2
2,12,2011,3.2,1,1,293123,3,4
4,8,2017,4.8,0,0,45576,2,4
0,3,2011,3.1,2,2,220492,3,3
6,20,2021,2.2,2,0,205621,5,1
1,0,2000,3.3,0,2,188844,5,3
7,5,2011,4.2,3,2,292078,3,4
6,26,2017,1.8,0,2,224726,5,4
3,14,2007,2.7,1,1,148284,5,4
3,13,2011,2.3,2,1,193499,3,5
1,1,2002,2.9,0,2,152266,4,2
6,26,2006,2.1,2,1,219324,2,5
0,3,2020,1.7,3,1,147922,4,2
1,29,2008,4.9,2,2,43125,4,1
2,19,2009,3.5,2,0,82111,3,1
3,14,2009,4.5,2,2,98504,2,4
9,21,2005,4.3,0,0,102606,5,1
8,7,2006,3.6,3,2,191491,2,1
9,21,2012,1.9,1,2,149619,4,4
2,18,2023,3.5,2,0,192182,4,2
2,18,2018,4.5,2,1,290473,2,2
0,3,2020,1.2,3,2,38486,2,1
4,8,2023,2.3,3,0,115197,2,1
2,18,2011,1.8,3,2,42008,2,3
6,20,2020,4.3,1,0,274031,3,5
9,21,2023,3.6,0,0,144501,4,2
4,8,2019,2.5,2,1,131432,4,5
3,13,2023,2.2,3,1,56423,3,4
1,29,2000,3.3,0,1,194043,3,4
4,6,2018,1.2,3,1,166808,5,2
8,9,2000,1.7,1,0,129804,2,4
6,26,2021,1.3,2,1,197902,5,5
6,20,2004,2.7,3,1,64560,5,2
7,16,2017,4.7,0,2,162160,3,5
5,28,2006,1.2,0,0,55653,5,3
0,2,2003,3.3,2,2,202661,5,3
7,5,2005,3.2,2,2,124627,5,1
3,14,2005,4.6,3,0,224243,3,1
2,19,2019,2.0,1,2,167665,4,1
5,25,2010,1.2,2,1,168486,4,2
5,11,2004,2.3,0,0,68714,4,4
9,21,2013,3.6,3,0,297197,4,1
2,19,2002,2.2,2,0,51457,5,3
3,15,2012,3.5,0,0,252260,4,5
9,21,2001,4.9,0,2,251811,3,3
6,20,2002,1.0,0,0,62764,3,5
2,19,2014,4.6,0,2,122463,4,5
9,21,2018,4.0,2,1,202262,2,4
6,26,2020,1.7,3,0,187468,3,4
0,3,2005,2.9,1,0,187906,5,2
1,0,2015,4.0,1,2,151680,4,3
9,27,2021,2.0,2,0,234068,4,5
8,7,2012,4.1,2,0,97971,5,1
1,0,2002,1.7,2,1,99211,2,3
5,28,2000,3.7,2,0,127711,4,5
5,11,2006,3.4,3,2,26018,3,2
0,22,2000,2.8,0,2,43964,2,5
1,29,2019,2.4,1,1,35696,3,1
0,22,2004,2.9,0,1,133338,3,1
2,18,2011,1.7,0,1,39156,3,1
5,11,2010,1.7,1,2,50086,2,1
3,15,2019,1.1,3,2,255997,4,1
0,22,2023,3.0,0,0,261156,5,1
5,28,2002,1.3,3,0,185646,5,2
2,12,2009,4.0,3,0,35778,5,4
3,14,2022,4.1,1,1,4726,3,1
4,6,2019,1.5,2,0,251069,4,3
3,13,2010,4.6,0,1,50227,5,5
2,19,2013,3.7,2,1,123113,5,2
